page,impressions,clicks,ctr,position,page_type,expected_ctr,ctr_ratio,issue_type,priority,estimated_gain,action,url_type,opportunity_score,type,query,competing_pages,dominant_page,total_query_impressions,priority_score,rank
https://demo-store.com/product/vans-swimming-404,9958,170,0.017092,3.57,low_ctr,0.09147,0.1869,Low CTR,High,604,Position #3.6: actual CTR 1.7% vs 9.1% expected (19% of benchmark). Fixing could add +604 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.,product,2268.03,Low CTR,,,,,3,74
https://demo-store.com/product/new-balance-gym-shoes-275,10092,151,0.014995,3.78,low_ctr,0.08538,0.1756,Low CTR,High,581,Position #3.8: actual CTR 1.5% vs 8.5% expected (18% of benchmark). Fixing could add +581 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.,product,2201.02,Low CTR,,,,,3,75
https://demo-store.com/product/mizuno-football-boots-596,10486,273,0.02608,3.76,low_ctr,0.08596,0.3034,Low CTR,High,492,Position #3.8: actual CTR 2.6% vs 8.6% expected (30% of benchmark). Fixing could add +492 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.,product,1942.7,Low CTR,,,,,3,76
https://demo-store.com/product/brooks-cycling-shoes-728,9621,264,0.027503,3.69,low_ctr,0.08799,0.3126,Low CTR,High,454,Position #3.7: actual CTR 2.8% vs 8.8% expected (31% of benchmark). Fixing could add +454 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.,product,1792.27,Low CTR,,,,,3,77
https://demo-store.com/product/asics-walking-shoes-814,10718,217,0.020268,4.56,low_ctr,0.06892,0.2941,Low CTR,High,410,Position #4.6: actual CTR 2.0% vs 6.9% expected (29% of benchmark). Fixing could add +410 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.,product,1659.17,Low CTR,,,,,3,78
https://demo-store.com/product/salomon-yoga-460,8684,158,0.018308,4.11,low_ctr,0.07702,0.2377,Low CTR,High,409,Position #4.1: actual CTR 1.8% vs 7.7% expected (24% of benchmark). Fixing could add +409 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.,product,1610.66,Low CTR,,,,,3,79
https://demo-store.com/product/vans-swimming-299,10472,178,0.017038,4.95,low_ctr,0.0619,0.2753,Low CTR,High,372,Position #5.0: actual CTR 1.7% vs 6.2% expected (28% of benchmark). Fixing could add +372 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.,product,1533.14,Low CTR,,,,,3,80
https://demo-store.com/category/running-shoes,7702,210,0.027266,9.6,,,,Keyword Cannibalization,High,906,HIGH PRIORITY: 4 pages splitting traffic for 'best running shoes'. Consolidate content into 'https://demo-store.com/category/running-shoes'. 301-redirect or noindex the weaker pages. Add canonical tags pointing to the dominant page.,,,Keyword Cannibalization,best running shoes,4.0,https://demo-store.com/category/running-shoes,22658.0,3,81
https://demo-store.com/sale/new-arrivals,6835,525,0.076811,4.66,,,,Keyword Cannibalization,High,906,HIGH PRIORITY: 4 pages splitting traffic for 'best running shoes'. Consolidate content into 'https://demo-store.com/category/running-shoes'. 301-redirect or noindex the weaker pages. Add canonical tags pointing to the dominant page.,,,Keyword Cannibalization,best running shoes,4.0,https://demo-store.com/category/running-shoes,22658.0,3,82
https://demo-store.com/collection/mens-running,4649,181,0.038933,6.05,,,,Keyword Cannibalization,High,906,HIGH PRIORITY: 4 pages splitting traffic for 'best running shoes'. Consolidate content into 'https://demo-store.com/category/running-shoes'. 301-redirect or noindex the weaker pages. Add canonical tags pointing to the dominant page.,,,Keyword Cannibalization,best running shoes,4.0,https://demo-store.com/category/running-shoes,22658.0,3,83
https://demo-store.com/blog/best-running-shoes-2024,3472,158,0.045507,6.75,,,,Keyword Cannibalization,High,906,HIGH PRIORITY: 4 pages splitting traffic for 'best running shoes'. Consolidate content into 'https://demo-store.com/category/running-shoes'. 301-redirect or noindex the weaker pages. Add canonical tags pointing to the dominant page.,,,Keyword Cannibalization,best running shoes,4.0,https://demo-store.com/category/running-shoes,22658.0,3,84
https://demo-store.com/blog/nike-vs-adidas,7884,240,0.030441,8.68,,,,Keyword Cannibalization,High,836,HIGH PRIORITY: 3 pages splitting traffic for 'nike running shoes'. Consolidate content into 'https://demo-store.com/blog/nike-vs-adidas'. 301-redirect or noindex the weaker pages. Add canonical tags pointing to the dominant page.,,,Keyword Cannibalization,nike running shoes,3.0,https://demo-store.com/blog/nike-vs-adidas,20921.0,3,85
https://demo-store.com/category/running-shoes,7313,491,0.067141,5.61,,,,Keyword Cannibalization,High,836,HIGH PRIORITY: 3 pages splitting traffic for 'nike running shoes'. Consolidate content into 'https://demo-store.com/blog/nike-vs-adidas'. 301-redirect or noindex the weaker pages. Add canonical tags pointing to the dominant page.,,,Keyword Cannibalization,nike running shoes,3.0,https://demo-store.com/blog/nike-vs-adidas,20921.0,3,86
https://demo-store.com/brands/nike,5724,111,0.019392,9.32,,,,Keyword Cannibalization,High,836,HIGH PRIORITY: 3 pages splitting traffic for 'nike running shoes'. Consolidate content into 'https://demo-store.com/blog/nike-vs-adidas'. 301-redirect or noindex the weaker pages. Add canonical tags pointing to the dominant page.,,,Keyword Cannibalization,nike running shoes,3.0,https://demo-store.com/blog/nike-vs-adidas,20921.0,3,87
https://demo-store.com/category/trail-shoes,7785,494,0.063455,4.09,,,,Keyword Cannibalization,High,810,HIGH PRIORITY: 3 pages splitting traffic for 'trail running shoes'. Consolidate content into 'https://demo-store.com/category/trail-shoes'. 301-redirect or noindex the weaker pages. Add canonical tags pointing to the dominant page.,,,Keyword Cannibalization,trail running shoes,3.0,https://demo-store.com/category/trail-shoes,20267.0,3,88
https://demo-store.com/blog/top-trail-shoes-review,6291,385,0.061199,5.86,,,,Keyword Cannibalization,High,810,HIGH PRIORITY: 3 pages splitting traffic for 'trail running shoes'. Consolidate content into 'https://demo-store.com/category/trail-shoes'. 301-redirect or noindex the weaker pages. Add canonical tags pointing to the dominant page.,,,Keyword Cannibalization,trail running shoes,3.0,https://demo-store.com/category/trail-shoes,20267.0,3,89
https://demo-store.com/brands/salomon,6191,175,0.028267,8.22,,,,Keyword Cannibalization,High,810,HIGH PRIORITY: 3 pages splitting traffic for 'trail running shoes'. Consolidate content into 'https://demo-store.com/category/trail-shoes'. 301-redirect or noindex the weaker pages. Add canonical tags pointing to the dominant page.,,,Keyword Cannibalization,trail running shoes,3.0,https://demo-store.com/category/trail-shoes,20267.0,3,90
https://demo-store.com/sale/flash-sale,7981,503,0.063025,5.5,,,,Keyword Cannibalization,High,761,HIGH PRIORITY: 3 pages splitting traffic for 'cheap running shoes'. Consolidate content into 'https://demo-store.com/sale/flash-sale'. 301-redirect or noindex the weaker pages. Add canonical tags pointing to the dominant page.,,,Keyword Cannibalization,cheap running shoes,3.0,https://demo-store.com/sale/flash-sale,19043.0,3,91
https://demo-store.com/blog/best-budget-running-shoes,7833,403,0.051449,4.44,,,,Keyword Cannibalization,High,761,HIGH PRIORITY: 3 pages splitting traffic for 'cheap running shoes'. Consolidate content into 'https://demo-store.com/sale/flash-sale'. 301-redirect or noindex the weaker pages. Add canonical tags pointing to the dominant page.,,,Keyword Cannibalization,cheap running shoes,3.0,https://demo-store.com/sale/flash-sale,19043.0,3,92
https://demo-store.com/sale/clearance,3229,91,0.028182,7.79,,,,Keyword Cannibalization,High,761,HIGH PRIORITY: 3 pages splitting traffic for 'cheap running shoes'. Consolidate content into 'https://demo-store.com/sale/flash-sale'. 301-redirect or noindex the weaker pages. Add canonical tags pointing to the dominant page.,,,Keyword Cannibalization,cheap running shoes,3.0,https://demo-store.com/sale/flash-sale,19043.0,3,93
https://demo-store.com/product/new-balance-gym-shoes-170,48178,460,0.009567,5.36,low_ctr,0.05704,0.1677,Low CTR,Medium,1874,"Position #5.4: actual CTR 1.0% vs 5.7% expected (17% of benchmark). Fixing could add +1,874 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.",product,7481.07,Low CTR,,,,,2,94
https://demo-store.com/product/reebok-tennis-shoes-468,49002,682,0.013937,5.07,low_ctr,0.06023,0.2314,Low CTR,Medium,1825,"Position #5.1: actual CTR 1.4% vs 6.0% expected (23% of benchmark). Fixing could add +1,825 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.",product,7428.59,Low CTR,,,,,2,95
https://demo-store.com/product/under-armour-casual-shoes-411,45877,337,0.007365,5.87,low_ctr,0.05143,0.1432,Low CTR,Medium,1667,"Position #5.9: actual CTR 0.7% vs 5.1% expected (14% of benchmark). Fixing could add +1,667 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.",product,6696.32,Low CTR,,,,,2,96
https://demo-store.com/product/on-running-cricket-shoes-552,39502,320,0.008111,5.11,low_ctr,0.05979,0.1357,Low CTR,Medium,1687,"Position #5.1: actual CTR 0.8% vs 6.0% expected (14% of benchmark). Fixing could add +1,687 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.",product,6681.33,Low CTR,,,,,2,97
https://demo-store.com/sale/flash-sale,41251,412,0.010005,5.17,low_ctr,0.05913,0.1692,Low CTR,Medium,1660,"Position #5.2: actual CTR 1.0% vs 5.9% expected (17% of benchmark). Fixing could add +1,660 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add urgency/discount % to title tag.",sale,6628.88,Low CTR,,,,,2,98
https://demo-store.com/product/saucony-hiking-boots-547,47544,744,0.015649,5.31,low_ctr,0.05759,0.2717,Low CTR,Medium,1583,"Position #5.3: actual CTR 1.6% vs 5.8% expected (27% of benchmark). Fixing could add +1,583 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.",product,6520.96,Low CTR,,,,,2,99
https://demo-store.com/product/vans-swimming-104,44272,617,0.013959,5.24,low_ctr,0.05836,0.2392,Low CTR,Medium,1578,"Position #5.2: actual CTR 1.4% vs 5.8% expected (24% of benchmark). Fixing could add +1,578 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.",product,6427.89,Low CTR,,,,,2,100
https://demo-store.com/product/new-balance-gym-shoes-455,45029,833,0.018512,5.03,low_ctr,0.06067,0.3051,Low CTR,Medium,1488,"Position #5.0: actual CTR 1.9% vs 6.1% expected (31% of benchmark). Fixing could add +1,488 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.",product,6220.81,Low CTR,,,,,2,101
https://demo-store.com/blog/shoe-size-guide,47019,633,0.013473,5.72,low_ctr,0.05308,0.2538,Low CTR,Medium,1487,"Position #5.7: actual CTR 1.3% vs 5.3% expected (25% of benchmark). Fixing could add +1,487 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add FAQ schema for expanded SERP presence.",blog,6133.84,Low CTR,,,,,2,102
https://demo-store.com/product/on-running-cricket-shoes-237,47094,375,0.007972,6.37,low_ctr,0.0463,0.1722,Low CTR,Medium,1477,"Position #6.4: actual CTR 0.8% vs 4.6% expected (17% of benchmark). Fixing could add +1,477 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.",product,6120.0,Low CTR,,,,,2,103
https://demo-store.com/product/mizuno-football-boots-386,49984,615,0.012309,6.17,low_ctr,0.0483,0.2548,Low CTR,Medium,1436,"Position #6.2: actual CTR 1.2% vs 4.8% expected (25% of benchmark). Fixing could add +1,436 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.",product,6036.97,Low CTR,,,,,2,104
https://demo-store.com/brands/nike,44943,449,0.01001,5.97,low_ctr,0.05033,0.1989,Low CTR,Medium,1472,"Position #6.0: actual CTR 1.0% vs 5.0% expected (20% of benchmark). Fixing could add +1,472 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data.",brand,6030.79,Low CTR,,,,,2,105
https://demo-store.com/product/reebok-tennis-shoes-948,43392,476,0.010974,5.79,low_ctr,0.05231,0.2098,Low CTR,Medium,1453,"Position #5.8: actual CTR 1.1% vs 5.2% expected (21% of benchmark). Fixing could add +1,453 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.",product,5922.0,Low CTR,,,,,2,106
https://demo-store.com/product/altra-badminton-shoes-688,41790,760,0.018188,5.19,low_ctr,0.05891,0.3087,Low CTR,Medium,1332,"Position #5.2: actual CTR 1.8% vs 5.9% expected (31% of benchmark). Fixing could add +1,332 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.",product,5566.36,Low CTR,,,,,2,107
https://demo-store.com/blog/track-vs-road-shoes,39422,404,0.010264,5.8,low_ctr,0.0522,0.1966,Low CTR,Medium,1344,"Position #5.8: actual CTR 1.0% vs 5.2% expected (20% of benchmark). Fixing could add +1,344 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add FAQ schema for expanded SERP presence.",blog,5460.63,Low CTR,,,,,2,108
https://demo-store.com/product/salomon-yoga-310,40464,492,0.012169,5.74,low_ctr,0.05286,0.2302,Low CTR,Medium,1325,"Position #5.7: actual CTR 1.2% vs 5.3% expected (23% of benchmark). Fixing could add +1,325 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.",product,5426.69,Low CTR,,,,,2,109
https://demo-store.com/product/reebok-tennis-shoes-618,47518,466,0.009814,6.8,low_ctr,0.042,0.2337,Low CTR,Medium,1230,"Position #6.8: actual CTR 1.0% vs 4.2% expected (23% of benchmark). Fixing could add +1,230 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.",product,5354.86,Low CTR,,,,,2,110
https://demo-store.com/product/hoka-cross-training-309,41032,861,0.020986,5.1,low_ctr,0.0599,0.3504,Low CTR,Medium,1228,"Position #5.1: actual CTR 2.1% vs 6.0% expected (35% of benchmark). Fixing could add +1,228 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.",product,5226.35,Low CTR,,,,,2,111
https://demo-store.com/product/new-balance-gym-shoes-920,38404,296,0.007726,6.21,low_ctr,0.0479,0.1613,Low CTR,Medium,1266,"Position #6.2: actual CTR 0.8% vs 4.8% expected (16% of benchmark). Fixing could add +1,266 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.",product,5186.7,Low CTR,,,,,2,112
https://demo-store.com/product/nike-running-shoes-675,35901,290,0.008093,5.88,low_ctr,0.05132,0.1577,Low CTR,Medium,1275,"Position #5.9: actual CTR 0.8% vs 5.1% expected (16% of benchmark). Fixing could add +1,275 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.",product,5142.76,Low CTR,,,,,2,113
https://demo-store.com/product/puma-basketball-shoes-662,32712,385,0.011796,5.48,low_ctr,0.05572,0.2117,Low CTR,Medium,1163,"Position #5.5: actual CTR 1.2% vs 5.6% expected (21% of benchmark). Fixing could add +1,163 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.",product,4705.63,Low CTR,,,,,2,114
https://demo-store.com/product/brooks-cycling-shoes-788,44642,342,0.007662,7.5,low_ctr,0.036,0.2128,Low CTR,Medium,1023,"Position #7.5: actual CTR 0.8% vs 3.6% expected (21% of benchmark). Fixing could add +1,023 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.",product,4685.62,Low CTR,,,,,2,115
https://demo-store.com/product/nike-running-shoes-195,32935,567,0.017223,5.08,low_ctr,0.06012,0.2865,Low CTR,Medium,1115,"Position #5.1: actual CTR 1.7% vs 6.0% expected (29% of benchmark). Fixing could add +1,115 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.",product,4625.81,Low CTR,,,,,2,116
https://demo-store.com/category/cricket-shoes,32714,373,0.011414,5.63,low_ctr,0.05407,0.2111,Low CTR,Medium,1130,"Position #5.6: actual CTR 1.1% vs 5.4% expected (21% of benchmark). Fixing could add +1,130 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data.",category,4584.03,Low CTR,,,,,2,117
https://demo-store.com/product/adidas-trail-shoes-886,42911,353,0.008239,7.45,low_ctr,0.0364,0.2263,Low CTR,Medium,974,Position #7.5: actual CTR 0.8% vs 3.6% expected (23% of benchmark). Fixing could add +974 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.,product,4456.41,Low CTR,,,,,2,118
https://demo-store.com/product/reebok-tennis-shoes-303,39944,521,0.013051,6.44,low_ctr,0.0456,0.2862,Low CTR,Medium,1026,"Position #6.4: actual CTR 1.3% vs 4.6% expected (29% of benchmark). Fixing could add +1,026 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.",product,4427.33,Low CTR,,,,,2,119
https://demo-store.com/product/nike-running-shoes-120,38791,460,0.011876,6.7,low_ctr,0.043,0.2762,Low CTR,Medium,957,Position #6.7: actual CTR 1.2% vs 4.3% expected (28% of benchmark). Fixing could add +957 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.,product,4190.59,Low CTR,,,,,2,120
https://demo-store.com/product/asics-walking-shoes-364,31220,523,0.016756,5.42,low_ctr,0.05638,0.2972,Low CTR,Medium,973,Position #5.4: actual CTR 1.7% vs 5.6% expected (30% of benchmark). Fixing could add +973 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.,product,4048.23,Low CTR,,,,,2,121
https://demo-store.com/product/hoka-cross-training-879,32952,242,0.007357,6.86,low_ctr,0.0414,0.1777,Low CTR,Medium,917,Position #6.9: actual CTR 0.7% vs 4.1% expected (18% of benchmark). Fixing could add +917 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.,product,3949.92,Low CTR,,,,,2,122
https://demo-store.com/product/reebok-tennis-shoes-783,36849,386,0.010482,7.14,low_ctr,0.03888,0.2696,Low CTR,Medium,831,Position #7.1: actual CTR 1.0% vs 3.9% expected (27% of benchmark). Fixing could add +831 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.,product,3769.54,Low CTR,,,,,2,123
https://demo-store.com/product/asics-walking-shoes-199,24786,336,0.013573,5.09,low_ctr,0.06001,0.2262,Low CTR,Medium,927,Position #5.1: actual CTR 1.4% vs 6.0% expected (23% of benchmark). Fixing could add +927 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.,product,3768.06,Low CTR,,,,,2,124
https://demo-store.com/product/brooks-cycling-shoes-743,34423,431,0.012537,6.63,low_ctr,0.0437,0.2869,Low CTR,Medium,847,Position #6.6: actual CTR 1.3% vs 4.4% expected (29% of benchmark). Fixing could add +847 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.,product,3702.42,Low CTR,,,,,2,125
https://demo-store.com/product/on-running-cricket-shoes-627,31157,266,0.00856,6.86,low_ctr,0.0414,0.2068,Low CTR,Medium,829,Position #6.9: actual CTR 0.9% vs 4.1% expected (21% of benchmark). Fixing could add +829 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.,product,3602.58,Low CTR,,,,,2,126
https://demo-store.com/product/under-armour-casual-shoes-141,37193,352,0.009474,7.78,low_ctr,0.03376,0.2806,Low CTR,Medium,714,Position #7.8: actual CTR 0.9% vs 3.4% expected (28% of benchmark). Fixing could add +714 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.,product,3439.16,Low CTR,,,,,2,127
https://demo-store.com/product/altra-badminton-shoes-823,31116,160,0.005146,7.77,low_ctr,0.03384,0.1521,Low CTR,Medium,734,Position #7.8: actual CTR 0.5% vs 3.4% expected (15% of benchmark). Fixing could add +734 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.,product,3395.53,Low CTR,,,,,2,128
https://demo-store.com/product/adidas-trail-shoes-181,31981,244,0.007646,7.45,low_ctr,0.0364,0.2101,Low CTR,Medium,744,Position #7.5: actual CTR 0.8% vs 3.6% expected (21% of benchmark). Fixing could add +744 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.,product,3390.84,Low CTR,,,,,2,129
https://demo-store.com/product/saucony-hiking-boots-787,26617,297,0.011165,6.08,low_ctr,0.0492,0.2269,Low CTR,Medium,815,Position #6.1: actual CTR 1.1% vs 4.9% expected (23% of benchmark). Fixing could add +815 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.,product,3384.47,Low CTR,,,,,2,130
https://demo-store.com/product/nike-running-shoes-315,25175,289,0.011481,5.91,low_ctr,0.05099,0.2252,Low CTR,Medium,802,Position #5.9: actual CTR 1.1% vs 5.1% expected (23% of benchmark). Fixing could add +802 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.,product,3300.44,Low CTR,,,,,2,131
https://demo-store.com/product/on-running-cricket-shoes-777,24724,251,0.010164,5.99,low_ctr,0.05011,0.2028,Low CTR,Medium,801,Position #6.0: actual CTR 1.0% vs 5.0% expected (20% of benchmark). Fixing could add +801 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.,product,3290.48,Low CTR,,,,,2,132
https://demo-store.com/blog/best-adidas-shoes-2024,25236,152,0.006061,6.7,low_ctr,0.043,0.141,Low CTR,Medium,769,Position #6.7: actual CTR 0.6% vs 4.3% expected (14% of benchmark). Fixing could add +769 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add FAQ schema for expanded SERP presence.,blog,3235.48,Low CTR,,,,,2,133
https://demo-store.com/product/altra-badminton-shoes-283,24258,167,0.006905,6.55,low_ctr,0.0445,0.1552,Low CTR,Medium,750,Position #6.5: actual CTR 0.7% vs 4.5% expected (16% of benchmark). Fixing could add +750 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.,product,3128.73,Low CTR,,,,,2,134
https://demo-store.com/product/under-armour-casual-shoes-96,27847,510,0.018321,5.9,low_ctr,0.0511,0.3585,Low CTR,Medium,699,Position #5.9: actual CTR 1.8% vs 5.1% expected (36% of benchmark). Fixing could add +699 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.,product,3027.77,Low CTR,,,,,2,135
https://demo-store.com/product/reebok-tennis-shoes-183,24040,341,0.014196,5.86,low_ctr,0.05154,0.2754,Low CTR,Medium,711,Position #5.9: actual CTR 1.4% vs 5.2% expected (28% of benchmark). Fixing could add +711 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.,product,2972.59,Low CTR,,,,,2,136
https://demo-store.com/product/vans-swimming-629,25527,163,0.006407,7.31,low_ctr,0.03752,0.1708,Low CTR,Medium,650,Position #7.3: actual CTR 0.6% vs 3.8% expected (17% of benchmark). Fixing could add +650 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.,product,2895.62,Low CTR,,,,,2,137
https://demo-store.com/product/mizuno-football-boots-176,22928,280,0.012218,6.05,low_ctr,0.0495,0.2468,Low CTR,Medium,684,Position #6.0: actual CTR 1.2% vs 5.0% expected (25% of benchmark). Fixing could add +684 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.,product,2854.44,Low CTR,,,,,2,138
https://demo-store.com/product/mizuno-football-boots-971,27663,188,0.00681,7.82,low_ctr,0.03344,0.2036,Low CTR,Medium,597,Position #7.8: actual CTR 0.7% vs 3.3% expected (20% of benchmark). Fixing could add +597 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.,product,2817.24,Low CTR,,,,,2,139
https://demo-store.com/product/reebok-tennis-shoes-243,27314,577,0.02113,5.86,low_ctr,0.05154,0.41,Low CTR,Medium,619,Position #5.9: actual CTR 2.1% vs 5.2% expected (41% of benchmark). Fixing could add +619 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.,product,2750.04,Low CTR,,,,,2,140
https://demo-store.com/product/asics-walking-shoes-439,28856,440,0.015264,6.82,low_ctr,0.0418,0.3652,Low CTR,Medium,584,Position #6.8: actual CTR 1.5% vs 4.2% expected (37% of benchmark). Fixing could add +584 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.,product,2685.89,Low CTR,,,,,2,141
https://demo-store.com/product/hoka-cross-training-84,23000,212,0.009228,6.83,low_ctr,0.0417,0.2213,Low CTR,Medium,602,Position #6.8: actual CTR 0.9% vs 4.2% expected (22% of benchmark). Fixing could add +602 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.,product,2622.27,Low CTR,,,,,2,142
https://demo-store.com/product/brooks-cycling-shoes-878,19665,301,0.015332,5.47,low_ctr,0.05583,0.2746,Low CTR,Medium,631,Position #5.5: actual CTR 1.5% vs 5.6% expected (27% of benchmark). Fixing could add +631 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.,product,2607.86,Low CTR,,,,,2,143
https://demo-store.com/product/hoka-cross-training-234,7934,354,0.044652,2.41,low_ctr,0.13396,0.3333,Low CTR,Medium,549,Position #2.4: actual CTR 4.5% vs 13.4% expected (33% of benchmark). Fixing could add +549 clicks/mo. CRITICAL: Top 3 but low CTR. Rewrite title with number/power word. Add FAQ schema. Add review schema for star ratings in SERPs.,product,2194.85,Low CTR,,,,,2,144
https://demo-store.com/product/under-armour-casual-shoes-246,18473,143,0.007749,7.06,low_ctr,0.03952,0.1961,Low CTR,Medium,477,Position #7.1: actual CTR 0.8% vs 4.0% expected (20% of benchmark). Fixing could add +477 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.,product,2103.46,Low CTR,,,,,2,145
https://demo-store.com/product/altra-badminton-shoes-448,16071,118,0.007402,6.41,low_ctr,0.0459,0.1613,Low CTR,Medium,508,Position #6.4: actual CTR 0.7% vs 4.6% expected (16% of benchmark). Fixing could add +508 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.,product,2102.77,Low CTR,,,,,2,146
https://demo-store.com/product/saucony-hiking-boots-112,19203,208,0.010861,6.96,low_ctr,0.0404,0.2688,Low CTR,Medium,450,Position #7.0: actual CTR 1.1% vs 4.0% expected (27% of benchmark). Fixing could add +450 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.,product,2017.42,Low CTR,,,,,2,147
https://demo-store.com/product/hoka-cross-training-519,14025,92,0.006593,6.26,low_ctr,0.0474,0.1391,Low CTR,Medium,472,Position #6.3: actual CTR 0.7% vs 4.7% expected (14% of benchmark). Fixing could add +472 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.,product,1928.77,Low CTR,,,,,2,148
